age,education,sex,relationship,marital-status,income
32.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
64.0,Assoc-voc,Male,Other-relative,Divorced,>50K
74.0,Some-college,Female,Not-in-family,Married-AF-spouse,>50K
65.0,Assoc-acdm,Male,Not-in-family,Never-married,>50K
70.0,Assoc-voc,Female,Not-in-family,Married-civ-spouse,<=50K
59.0,10th,Female,Not-in-family,Divorced,<=50K
75.0,Assoc-voc,Male,Other-relative,Divorced,>50K
38.0,Some-college,Male,Own-child,Never-married,<=50K
28.0,Bachelors,Male,Not-in-family,Never-married,<=50K
30.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
52.0,Some-college,Male,Husband,Married-civ-spouse,>50K
61.0,Doctorate,Female,Other-relative,Separated,>50K
32.0,1st-4th,Female,Husband,Married-civ-spouse,<=50K
34.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
73.0,11th,Female,Wife,Divorced,>50K
53.0,1st-4th,Female,Other-relative,Married-AF-spouse,>50K
48.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
27.0,12th,Male,Unmarried,Never-married,<=50K
25.0,12th,Female,Wife,Married-civ-spouse,<=50K
33.0,HS-grad,Female,Not-in-family,Never-married,<=50K
74.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
71.0,Prof-school,Male,Husband,Never-married,<=50K
29.0,Bachelors,Male,Not-in-family,Widowed,<=50K
33.0,11th,Female,Wife,Divorced,<=50K
48.0,Preschool,Female,Husband,Widowed,>50K
70.0,HS-grad,Female,Unmarried,Separated,>50K
22.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
18.0,Bachelors,Male,Not-in-family,Divorced,>50K
67.0,Doctorate,Female,Own-child,Widowed,<=50K
39.0,Masters,Male,Husband,Married-civ-spouse,>50K
55.0,HS-grad,Male,Own-child,Never-married,>50K
27.0,11th,Male,Wife,Married-civ-spouse,>50K
77.0,5th-6th,Male,Husband,Married-civ-spouse,<=50K
78.0,Some-college,Male,Unmarried,Married-spouse-absent,>50K
85.0,1st-4th,Male,Own-child,Married-spouse-absent,<=50K
55.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
27.0,11th,Female,Husband,Married-civ-spouse,>50K
34.0,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
31.0,5th-6th,Male,Other-relative,Married-AF-spouse,>50K
51.0,Some-college,Female,Wife,Married-civ-spouse,>50K
54.0,HS-grad,Male,Own-child,Never-married,>50K
63.0,Some-college,Male,Own-child,Never-married,>50K
52.0,HS-grad,Female,Other-relative,Separated,<=50K
45.0,11th,Female,Other-relative,Widowed,>50K
74.0,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
64.0,Bachelors,Female,Wife,Married-AF-spouse,<=50K
75.0,HS-grad,Female,Unmarried,Widowed,>50K
37.0,HS-grad,Female,Wife,Married-civ-spouse,<=50K
20.0,9th,Female,Not-in-family,Married-civ-spouse,>50K
19.0,10th,Male,Husband,Never-married,>50K
33.0,12th,Female,Husband,Never-married,>50K
37.0,Assoc-acdm,Female,Wife,Divorced,<=50K
77.0,Some-college,Female,Unmarried,Divorced,>50K
34.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
50.0,9th,Male,Other-relative,Married-civ-spouse,>50K
34.0,Some-college,Male,Not-in-family,Separated,<=50K
21.0,Doctorate,Male,Husband,Married-civ-spouse,<=50K
73.0,1st-4th,Male,Husband,Separated,>50K
54.0,HS-grad,Female,Wife,Married-civ-spouse,<=50K
25.0,5th-6th,Female,Not-in-family,Never-married,<=50K
43.0,Assoc-acdm,Female,Wife,Married-civ-spouse,>50K
76.0,1st-4th,Female,Husband,Married-civ-spouse,<=50K
75.0,5th-6th,Female,Not-in-family,Separated,<=50K
64.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
31.0,Some-college,Female,Husband,Divorced,<=50K
31.0,5th-6th,Male,Other-relative,Separated,>50K
29.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
21.0,Some-college,Female,Own-child,Never-married,<=50K
39.0,HS-grad,Male,Own-child,Never-married,<=50K
66.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
53.0,Preschool,Female,Wife,Separated,<=50K
24.0,9th,Male,Own-child,Never-married,>50K
24.0,HS-grad,Female,Not-in-family,Never-married,<=50K
72.0,Some-college,Male,Own-child,Separated,<=50K
52.0,Some-college,Female,Unmarried,Divorced,<=50K
75.0,Bachelors,Female,Not-in-family,Never-married,<=50K
38.0,Preschool,Male,Not-in-family,Never-married,<=50K
73.0,Masters,Female,Not-in-family,Married-AF-spouse,>50K
27.0,HS-grad,Male,Own-child,Married-civ-spouse,<=50K
18.0,Some-college,Female,Wife,Widowed,<=50K
70.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
88.0,Masters,Female,Wife,Married-civ-spouse,>50K
58.0,11th,Male,Husband,Married-civ-spouse,<=50K
48.0,11th,Male,Own-child,Married-spouse-absent,<=50K
45.0,Some-college,Female,Not-in-family,Separated,<=50K
78.0,Some-college,Female,Unmarried,Married-civ-spouse,>50K
27.0,9th,Male,Own-child,Never-married,>50K
28.0,7th-8th,Male,Other-relative,Separated,>50K
85.0,7th-8th,Female,Own-child,Married-spouse-absent,<=50K
29.0,HS-grad,Male,Other-relative,Never-married,<=50K
